marital_status,application_mode,application_order,course,time,previous_qualification,nationality,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,output
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,1,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
single,,1,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,1,20,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
single,,1,6,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
single,,1,4,daytime,Higher education - master's,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,31,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,3,6,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
single,,1,16,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,1,1,0,0,18,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,4,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Bachelor's Degree,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
single,1st phase - special contingent (Madeira Island),1,10,daytime,Secondary education,Portuguese,,Higher Education - Degree,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Intermediate Level Technicians and Professions,0,0,1,1,0,0,20,0,11.1,0.6,2.02,Enrolled
single,,1,6,daytime,Secondary education,Portuguese,Higher Education - Bachelor's Degree,10th Year of Schooling,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,1,20,0,8.9,1.4,3.51,Graduate
single,,2,14,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,1,19,0,10.8,1.4,1.74,Dropout
single,,1,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,0,1,21,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,4,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,11th Year of Schooling - Not Completed,Administrative staff,,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
single,1st phase - special contingent (Madeira Island),1,5,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,21,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,4,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,Administrative staff,Administrative staff,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Enrolled
single,International student (bachelor),1,10,daytime,10th year of schooling,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,,,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
single,International student (bachelor),1,6,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Bachelor's Degree,Administrative staff,Administrative staff,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,11th Year of Schooling - Not Completed,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
single,,1,10,daytime,Secondary education,Portuguese,,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
single,,1,6,daytime,10th year of schooling,Portuguese,,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,1,21,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Unskilled Workers,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
single,,2,11,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
married,,1,12,daytime,Higher education - bachelor's degree,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,32,0,9.4,-0.8,-3.12,Graduate
married,,1,17,evening,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,,0,0,0,1,0,0,34,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Administrative staff,Administrative staff,1,0,0,1,0,1,23,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,5,14,daytime,Secondary education,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",,1,0,0,1,0,0,18,0,8.9,1.4,3.51,Enrolled
single,,1,3,evening,Secondary education,Portuguese,Technical-professional course,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
single,,1,2,daytime,Higher education - bachelor's degree,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,34,0,10.8,1.4,1.74,Dropout
single,,1,3,evening,Secondary education,,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,0,0,1,1,0,0,25,1,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Technical-professional course,,,,0,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,11,daytime,Secondary education,Portuguese,,,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,1,0,1,20,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,5,10,daytime,Secondary education,Portuguese,General commerce course,10th Year of Schooling,"Legislative Power and Executive Bodies, Directors, Executive Managers",Intermediate Level Technicians and Professions,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,,1,6,daytime,Secondary education,Portuguese,Higher Education - Degree,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
single,,1,15,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
single,,1,3,evening,Secondary education,Portuguese,Technical-professional course,,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,24,0,9.4,-0.8,-3.12,Dropout
single,1st phase - special contingent (Madeira Island),1,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,1,0,0,0,32,0,16.2,0.3,-0.92,Graduate
single,,1,11,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,1,0,0,0,24,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,1,18,0,15.5,2.8,-4.06,Dropout
single,1st phase - special contingent (Madeira Island),1,11,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,28,0,8.9,1.4,3.51,Graduate
single,,5,16,daytime,Secondary education,Portuguese,,,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Dropout
single,,1,16,daytime,Higher education - degree,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,0,0,0,24,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
married,,1,3,evening,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Unskilled Workers,0,0,0,1,0,0,44,0,10.8,1.4,1.74,Graduate
single,Holders of other higher courses,3,6,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,6,15,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,,,0,0,0,1,0,0,22,0,7.6,2.6,0.32,Dropout
single,,1,16,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
married,,1,17,evening,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,44,0,15.5,2.8,-4.06,Graduate
facto union,,1,16,daytime,Other - 11th year of schooling,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Administrative staff,0,0,1,1,0,0,33,0,7.6,2.6,0.32,Dropout
married,,1,16,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,1,0,0,0,32,0,10.8,1.4,1.74,Dropout
married,,1,4,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,0,0,0,35,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
single,,1,11,daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,24,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,,0,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,1,11,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,21,0,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent,2,15,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,1,1,19,0,12.7,3.7,-1.7,Graduate
single,,1,4,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,0,1,0,27,0,15.5,2.8,-4.06,Dropout
single,,1,16,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,0,0,0,30,0,12.7,3.7,-1.7,Dropout
single,,4,2,daytime,Secondary education,Portuguese,,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,21,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,1,5,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,11th Year of Schooling - Not Completed,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Unskilled Workers,1,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
married,,1,17,evening,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,,0,0,0,1,0,0,34,0,9.4,-0.8,-3.12,Enrolled
single,,1,12,daytime,Secondary education,Portuguese,Higher Education - Master's,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",,0,0,0,1,1,0,18,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Administrative staff,Administrative staff,1,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,2,2,daytime,Secondary education,Portuguese,Higher Education - Degree,9th Year of Schooling - Not Completed,Specialists in Intellectual and Scientific Activities,Administrative staff,1,0,0,1,1,0,17,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,0,1,19,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,15,daytime,Secondary education,Portuguese,Technical-professional course,,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Graduate
single,,2,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
divorced,,1,11,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,1,1,0,0,45,0,12.7,3.7,-1.7,Dropout
single,,1,6,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,26,0,15.5,2.8,-4.06,Graduate
married,,2,17,evening,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,51,0,12.7,3.7,-1.7,Dropout
married,,1,15,daytime,Other - 11th year of schooling,Portuguese,Technical-professional course,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,1,1,1,49,0,10.8,1.4,1.74,Graduate
single,,1,12,daytime,Secondary education,Portuguese,Higher Education - Degree,10th Year of Schooling,Intermediate Level Technicians and Professions,Unskilled Workers,0,0,0,1,1,0,22,0,15.5,2.8,-4.06,Enrolled
single,,1,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Armed Forces Professions,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Dropout
married,,1,8,daytime,Higher education - degree,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,0,0,0,1,0,0,33,0,9.4,-0.8,-3.12,Dropout
single,1st phase - special contingent (Azores Island),1,14,daytime,Secondary education,,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,20,1,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,4,10,daytime,Secondary education,Portuguese,,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,5,16,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,1,0,0,0,20,0,10.8,1.4,1.74,Dropout
married,3rd phase - general contingent,1,17,evening,Secondary education,English,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,0,0,37,1,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,1,11,daytime,Secondary education,German,Technical-professional course,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Administrative staff,1,0,0,1,1,0,18,1,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,3,11,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Administrative staff,Administrative staff,1,0,0,1,0,0,21,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Specialists in Intellectual and Scientific Activities,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,2,12,daytime,Secondary education,Portuguese,Technical-professional course,Secondary Education - 12th Year of Schooling or Equivalent,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Dropout
single,,2,13,daytime,Secondary education,Portuguese,,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Dropout
single,,4,12,daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,4,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,Technical-professional course,,Armed Forces Professions,Administrative staff,0,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
single,,1,10,daytime,Secondary education,Portuguese,,,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,2,15,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,6,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,,Administrative staff,Armed Forces Professions,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent,2,13,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,1,5,daytime,Secondary education,English,Technical-professional course,10th Year of Schooling,Armed Forces Professions,Unskilled Workers,1,0,0,1,0,1,19,1,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,1,4,daytime,,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,1,1,0,1,24,0,8.9,1.4,3.51,Graduate
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,20,0,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
single,International student (bachelor),1,6,daytime,10th year of schooling,Portuguese,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",,0,0,1,0,0,0,20,0,16.2,0.3,-0.92,Dropout
single,,6,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Administrative staff,Armed Forces Professions,1,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
single,,5,13,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Unskilled Workers,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,,,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
single,,4,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,2,16,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,,Armed Forces Professions,Unskilled Workers,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,5,11,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Installation and Machine Operators and Assembly Workers,,1,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
single,,5,5,daytime,Secondary education,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,1,0,1,0,1,17,0,15.5,2.8,-4.06,Graduate
single,,4,16,daytime,Secondary education,Portuguese,,,"Personal Services, Security and Safety Workers and Sellers",,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Enrolled
single,,6,9,daytime,Secondary education,Portuguese,Technical-professional course,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,0,1,0,23,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,Specialists in Intellectual and Scientific Activities,,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,Higher Education - Degree,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Armed Forces Professions,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,3,6,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,,,Administrative staff,Armed Forces Professions,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
single,,2,10,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,4,10,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
single,,1,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
single,,2,12,daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
